Marca temporal,Fecha de nacimiento,Género,Nivel educacional,Comuna de residencia,"1. ¿Cómo describirías la diferencia entre la expresión A y B?
A. Empezó a llover en la madrugada.
B. Se largó a llover en la madrugada.","2. ¿Cómo describirías la diferencia entre la expresión C y D?
C. Luis se gana a vender aliños en la feria los sábados.
D. Luis se pone a vender aliños en la feria los sábados.","3. ¿Cómo describirías la diferencia entre la expresión E y F?
E. Paula se echó a correr cuando sintió ese ruido.
F. Paula se largó a correr cuando sintió ese ruido.","4. ¿Cómo describirías la diferencia entre la expresión G y H?
G. José se puso a trabajar como mueblista.
H. José se metió a trabajar como mueblista.","5. ¿Cómo describirías la diferencia entre la expresión I y J?
I. Roberto partió a estudiar temprano hoy día.
J. Roberto comenzó a estudiar temprano hoy día.","6. ¿Cómo describirías la diferencia entre la expresión K y L?
K. La madera empezará a crujir con la humedad
L. La madera se pondrá a crujir con la humedad","7. ¿Cómo describirías la diferencia entre la expresión M y N?
M. La alumna empezó a leer en la sala.
N. La alumna empezó leyendo en la sala ","8. ¿Cómo describirías la diferencia entre la expresión O y P?
O. El jardín comenzó a florecer con el fin del invierno
P. El jardín empezó a florecer con el fin del invierno","9. ¿Cómo describirías la diferencia entre la expresión Q y R?
Q. Y entonces mi hija empezó 'ya po mamá adoptemos el gatito, ya po que hace frío pobrecito', y yo acepté
R. Y entonces mi hija empezó a decir 'ya po mamá adoptemos el gatito, ya po que hace frío pobrecito', y yo acepté",1. Observa la secuencia de imágenes y completa la narración:,"2. En relación con la sucesión de imágenes anterior, selecciona la alternativa que usarías para decir que el inicio de la lluvia fue suave o moderado.","3. Ahora, selecciona la alternativa que usarías para decir que el inicio de la lluvia fue violento o abrupto.","4. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [“María se puso a reír descontroladamente”]","4. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [“María se largó a reír descontroladamente”]","4. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [“María empezó a reír descontroladamente”]","4. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [“María rompió a reír descontroladamente”]","4. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [“María se echó a reír descontroladamente”]","5. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [El viento se puso a mover las hojas.]","5. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [El viento se largó a mover las hojas.]","5. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [El viento empezó a mover las hojas.]","5. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [El viento rompió a mover las hojas.]","5. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [El viento se echó a mover las hojas.]","6. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [La niña se puso a tener sed]","6. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [La niña se largó a tener sed]","6. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [La niña empezó a tener sed]","6. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [La niña rompió a tener sed]","6. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [La niña se echó a tener sed]","7. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [Se pusieron a trabajar mil quinientas personas]","7. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [Se largaron a trabajar mil quinientas personas]","7. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [Empezaron a trabajar mil quinientas personas]","7. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [Rompieron a trabajar mil quinientas personas]","7. Ordena las siguientes frases de tal forma que la primera (1) sea la que te parece más natural (o menos forzada) hasta llegar a la última (5), menos natural (o más forzada). [Se echaron a trabajar mil quinientas personas]","¿Hubo ejemplos que te causaron mucha extrañeza o ""sonaron raros""?¿Podrías señalar cuáles y explicar con tus propias palabras por qué?"
21/09/2022 14:44:41,2/06/1996,Masculino ,Estudios de postgrado incompletos,Santiago centro,La B es más coloquial,La A suena más popular,Siento que dependen de la zona geográfica ,La H es más de uso común ,La I suena más 'chilena',La L suena como si le diera cualidades humanas,Siento que se ocupan para cosas distintas aunque suenen similar. Las veo en dos oraciones diferentes,La O suena más siutica,Pareciera que la Q es una conversación coloqial horizontal,Se largó a llover,Se largó a llover,Se largó a llover,1,3,2,4,5,1,3,2,4,5,1,3,2,4,5,1,5,2,3,4,Todos los que ustedes saben que son raros
21/09/2022 14:50:29,18/01/1997,Masculino,Universitaria incompleta,Buin,Sinónimas,Sinónimas,Sinónimas,"En la G puede hacer referencia a una acción más independiente, en la H José trabaja en un lugar",Sinónimas,Sinónimas,Sinónimas,Sinónimas,En la R se marca más cuando comienza a citar a la hija,comenzó a llover,Comenzó a llover,Se puso a llover,1,4,2,5,3,2,3,1,5,4,2,3,1,5,4,2,4,1,5,3,"En general los ejemplos con romper, no lo asocio a un comienzo"
21/09/2022 15:09:09,15/01/1987,Femenino,Universitaria completa,La Florida,"A es más formal, B es coloquial de uso oral","C es informal, D uso formal","E es expresión formal, F uso oral ",La expresión H es mas coloquial,Sinonimas,Sinonimas,Sinonimas,Sinonimas,"Q se entiende oralmente, R escrito",Se puso a llover,Se puso a llover,Se largó a llover,1,2,4,5,3,1,3,2,4,5,2,3,1,4,5,1,3,2,5,4,Todos en los que había “se rompieron” nunca lo he usado ni escuchado asi
21/09/2022 15:14:28,18/12/1995,Masculino ,Universitaria completa,San Bernardo ,Al largarse a llover me suena a que es mas intensa la lluvia. ,Ganarse se usa como poner pero formalmente significa otra cosa,No veo,En la g ya tenía el trabajo en la H Es como que entró recién ,"El partió indica que fue a algún lugar,  el comenzó puede ser en cualquier lugar",No veo,El verbo está en distinto tiempo,No veo,En la  q se omite la acción pero se entiende igual,Se largó a llover ,Se puso a llover,Se largó a llover,1,3,4,5,2,1,4,2,5,3,2,4,1,5,3,2,3,1,5,4,Creo que jamás he usado la expresión rompió para ninguna de los ejemplos
21/09/2022 15:14:36,17/01/1996,Agenero ,Estudios de postgrado incompletos,Concepción ,En B se entiende que la lluvia es más fuerte y repentina que en A,Sinónimas ,Sinónimas ,En G se percibe mayor voluntad y que fue menos repentino,"En I hay movimiento, en J no ",Sinónimas ,En N no se señala qué empezó ,Sinónimas ,"En Q se entiende que el hablante tiene una opinión negativa respecto de lo que se dice, mientras que R parece más neutra",se puso a,Empezó a llover,Se largó a llover,1,2,3,5,4,2,3,1,5,4,2,4,1,5,3,1,3,2,5,4,"Algunos ejemplos con romperse a, echarse a y largarse a suenan como expresiones de español escrito que me suenan artificiales. Además, en muchas ocasiones me parece que echarse a, romper/se a y largarse a en estructuras con personas como sujeto suena extraño."
21/09/2022 15:21:24,2/03/2000,No binarie,Universitaria incompleta,Lautaro,"B indica que fue una lluvia repentina y fuerte, mientras que A solo indica que llueve",Sinonimas,Sinonimas,"""Puso"" me dice que fue algo que José empezó a hacer por si solo, un esfuerzo individual para hacer muebles. Por otro lado, ""metió"" me dice que llegó a una mueblería y está trabajando ahí con más personas.","""Partió"" me dice que Roberto viajó para estudiar, onda fue a la U o algo así. ""Comenzó"", por su parte, me dice todo lo contrario, que se quedó en la casa a estudiar.",Sinonimas,"N me dice que la alumna fue a algún lugar mientras leía, una acción constante. M me dice que la alumna empezó y terminó de leer en la sala.",Sinonimas,"Sinonimas, aunque para mí hay una diferencia en lo no verbal. Por ejemplo: lo primero lo diria en un contexto presencial con gestos y todo. Lo segundo en un contexto de mensaje de texto o algo así. Pero ambas frases en sí son sinonimas",Se largó a llover,Se puso a llover,Rompió a llover,1,3,2,5,4,2,4,1,5,3,4,3,1,5,2,2,4,1,5,3,"Los ejemplos con ""romper"". Nunca he escuchado esa palabra en estos contextos, entonces se me hace super raro."
21/09/2022 15:21:59,4/09/1996,femenino,Universitaria completa,Antofagasta,Expresión B es más informal ,Expresión C es más informal,Sinónimas,"Expresión G da cuenta de autonomía en la acción, como si José fuese un trabajador independiente",Expresión I da cuenta de ir a otro lugar a realizar la acción,Sinónimas,Expresión N parece estar incompleta,Sinónimas,Sinónimas,se puso a llover,Se puso a llover,Rompió a llover,2,3,1,5,4,2,3,1,4,5,2,3,1,5,4,2,3,1,5,4,"Casi todos los que utilizaban ""romper"", ""echar"" o largar, no suenan bien como acompañamiento de otros verbos, con excepción de algunos como ""que se largue a llover"" por ejemplo."
21/09/2022 15:23:23,5/10/1993,Masculino ,Estudios de postgrado incompletos,Providencia ,"En la A se indica una acción que todavía no concluye, de la B no se puede decir si es que la lluvia sigue hasta el presente o no, pero sí se marca que fue o es una lluvia torrentosa","La expresión muy coloquial pone énfasis en que Luis ocupa un espacio definido para vender. La D no se hace hincapié en eso, solo se enfoca en la acción de vender.","Poca diferencia noto, solo que a lo mejor en la F, similar a lo que pasaba en B, se marca que la acción fue muy explosiva. ","La H parece una acción más definitiva, o bien, más enfocada que la primera. Algo así como que se metió de lleno en el asunto.","En I noto más fuerte la acepción de que Roberto fue a un lugar diferente del que estaba a estudiar, en J no noto este significado, siento que allí solo se marca el tiempo.",Son sinónimas ,"El significado de M es más ambiguo, en N se denota una acción conjunta, quizá una lectura entre varios niños ",Son sinónimas ,"Son sinónimas, solo diferencia de estilo entre señalar el diálogo de forma directa o indirecta ",Se largó a llover ,Comenzó a llover,Se largó a llover,1,2,4,5,3,2,4,1,5,3,2,4,1,5,3,1,3,2,4,5,En el 6 pareciera que solo es posible usar el verbo empezó 
21/09/2022 15:25:41,27/02/1964,Masculino,Universitaria completa,Santiago,"B usa forma informal de exptesion, se largó","C usa expresion no formal, se gana",Sinonimos,"G se entiende como que empezo independiente a trabajar, H como que ingreso a algun lado a trabajar de mueblista","I se entiende que fue a algun lado a estudiar, ",L seria condicional podria o no crujir,Sinonomos,Sinonimos,"R expresa la accion de hija ""a decir"", ",Se puso a llover,Se puso a llover,Se largó a llover,1,4,2,5,3,1,5,2,4,3,2,5,1,3,4,1,4,2,5,3,Se largaron o rompieron no parecen adecuados
21/09/2022 15:31:58,20/05/2002,Femenino,Enseñanza básica/media completa,Santiago,"Para mí, A se refiere a que recién comenzó la lluvia en la madrugada, y B es que comenzó a incrementarse la lluvia en la madrugada","En C, es como que luis ya tiene establecido su lugar de trabajo, y D es como que de repente se pusiera a vender, de la nada.","Para mí E, es como si sólo se pusiera a correr, en cambio en F me da la sensación de que corrió muy rápidamente. ","En G, se referiría a que José comenzó su propio negocio o algo así, como mueblista, en cambio en H, es como que José ingresó a trabajar como mueblista en un establecimiento ","En I, me da la impresión de que Roberto se trasladó a su lugar de estudio temprano (como la universidad), en cambio en J, es como que Roberto estaba en su casa y decidió ponerse a estudiar.",No tienen mayor diferencia,"En M, se referirá a un hecho puntual, como que leyó un párrafo normal en la sala, en cambio en N, es como que comenzó en la sala pero luego siguió leyendo en otros lugares, como en la biblioteca.",No representan mayor diferencia,No representan mayor diferencia,se puso a llover,Se puso a llover,Se largó a llover,1,2,4,5,3,2,3,1,5,4,2,3,1,5,4,1,3,2,5,4,"El 7, no siento que calza con los verbos ""echaron"" y ""rompieron"", creo que no suenan adecuados para el contexto de la oración, me pasó con los mismos verbos en el caso 6 y el 5."
21/09/2022 15:33:10,30/09/1996,Femenino ,Universitaria incompleta,Ñuñoa ,Sinónimas ,"Ambas expresiones son cotidianas, pero la primera es menos común ",La e denota una acción más inmediata ,Sinónimas ,"En la i, Roberto fue a un lugar específico a estudiar, en la u denota que no necesariamente se movió de un lugar a otro ",La k es más precisa al contexto ,"La m describe la acción, la N parece tener otro propósito (por ejemplo: dar contexto de algo)",Sinónimas ,Sinónimas ,Se largó a llover torrencialmente ,Se puso a llover,Rompió a llover,1,5,2,4,3,2,4,1,5,3,5,4,1,3,2,2,3,1,5,4,
